species	length	name
PTET	135	PTETEGNG30287
PTET	132	PTETEGNG30288
PTET	26	PTETEGNG30289
PTET	493	PTETEGNG30290
PTET	641	PTETEGNG30291
PTET	85	PTETEGNG30292
PTET	-1	PTETEGNG30293
PTET	213	PTETEGNG30294
PTET	321	PTETEGNG30295
PTET	16	PTETEGNG30296
PTET	20	PTETEGNG30297
PTET	375	PTETEGNG30298
PTET	668	PTETEGNG30299
PTET	217	PTETEGNG30300
PTET	40	PTETEGNG30301
PTET	-61	PTETEGNG30302
PTET	1191	PTETEGNG30303
PTET	3	PTETEGNG30304
PTET	45	PTETEGNG30305
PTET	3	PTETEGNG30306
PTET	138	PTETEGNG30307
PTET	2	PTETEGNG30308
PTET	547	PTETEGNG30309
PTET	3	PTETEGNG30310
PTET	28	PTETEGNG30311
PTET	145	PTETEGNG30312
PTET	173	PTETEGNG30313
PTET	69	PTETEGNG30314
PTET	352	PTETEGNG30315
PTET	762	PTETEGNG29551
PTET	166	PTETEGNG29552
PTET	735	PTETEGNG29553
PTET	742	PTETEGNG29554
PTET	206	PTETEGNG29555
PTET	26	PTETEGNG29556
PTET	36	PTETEGNG29557
PTET	3	PTETEGNG29558
PTET	138	PTETEGNG29559
PTET	130	PTETEGNG29560
PTET	102	PTETEGNG29561
PTET	-3	PTETEGNG29562
PTET	3	PTETEGNG29563
PTET	7	PTETEGNG29564
PTET	878	PTETEGNG29565
PTET	139	PTETEGNG29566
PTET	20	PTETEGNG29567
PTET	-45	PTETEGNG29568
PTET	3	PTETEGNG29569
PTET	2	PTETEGNG29570
PTET	-14	PTETEGNG29571
PTET	84	PTETEGNG29572
PTET	-48	PTETEGNG29573
PTET	3	PTETEGNG29574
PTET	3	PTETEGNG29575
PTET	-21	PTETEGNG29576
PTET	93	PTETEGNG29577
PTET	53	PTETEGNG29578
PTET	739	PTETEGNG29579
PTET	233	PTETEGNG29580
PTET	-15	PTETEGNG29581
PTET	-46	PTETEGNG29582
PTET	814	PTETEGNG29583
PTET	171	PTETEGNG29584
PTET	-64	PTETEGNG29585
PTET	8	PTETEGNG29586
PTET	631	PTETEGNG29587
PTET	2	PTETEGNG29588
PTET	2	PTETEGNG29589
PTET	19	PTETEGNG29590
PTET	-44	PTETEGNG29591
PTET	59	PTETEGNG29592
PTET	21	PTETEGNG29593
PTET	3	PTETEGNG29594
PTET	84	PTETEGNG29595
PTET	709	PTETEGNG29596
PTET	61	PTETEGNG29597
PTET	110	PTETEGNG29598
PTET	64	PTETEGNG29599
PTET	300	PTETEGNG29600
PTET	294	PTETEGNG29601
PTET	66	PTETEGNG29602
PTET	854	PTETEGNG29603
PTET	855	PTETEGNG29604
PTET	810	PTETEGNG29605
PTET	165	PTETEGNG29606
PTET	4	PTETEGNG29607
PTET	821	PTETEGNG29608
PTET	3	PTETEGNG29609
PTET	5	PTETEGNG29610
PTET	3	PTETEGNG29611
PTET	445	PTETEGNG29612
PTET	116	PTETEGNG29613
PTET	154	PTETEGNG29614
PTET	86	PTETEGNG29615
PTET	5	PTETEGNG29616
PTET	234	PTETEGNG29617
PTET	14	PTETEGNG29618
PTET	87	PTETEGNG29619
PTET	798	PTETEGNG29620
PTET	-17	PTETEGNG29621
PTET	115	PTETEGNG29622
PTET	58	PTETEGNG29623
PTET	336	PTETEGNG29624
PTET	539	PTETEGNG29625
PTET	-31	PTETEGNG29626
PTET	559	PTETEGNG29627
PTET	489	PTETEGNG29628
PTET	184	PTETEGNG29629
PTET	34	PTETEGNG29630
PTET	373	PTETEGNG29631
PTET	55	PTETEGNG29632
PTET	3	PTETEGNG29633
PTET	-13	PTETEGNG29634
PTET	1688	PTETEGNG29635
PTET	-24	PTETEGNG29636
PTET	38	PTETEGNG29637
PTET	-10	PTETEGNG29638
PTET	2	PTETEGNG29639
PTET	153	PTETEGNG29640
PTET	-24	PTETEGNG29641
PTET	1236	PTETEGNG29642
PTET	101	PTETEGNG29643
PTET	1083	PTETEGNG29644
PTET	3	PTETEGNG29645
PTET	447	PTETEGNG29646
PTET	231	PTETEGNG29647
PTET	198	PTETEGNG29648
PTET	911	PTETEGNG29649
PTET	762	PTETEGNG29650
PTET	114	PTETEGNG29651
PTET	300	PTETEGNG29652
PTET	-28	PTETEGNG29653
PTET	9	PTETEGNG29654
PTET	3	PTETEGNG29655
PTET	868	PTETEGNG29656
PTET	2	PTETEGNG29657
PTET	710	PTETEGNG29658
PTET	5	PTETEGNG29659
PTET	33	PTETEGNG29660
PTET	-11	PTETEGNG29661
PTET	292	PTETEGNG29662
PTET	131	PTETEGNG29663
PTET	235	PTETEGNG29664
PTET	598	PTETEGNG29665
PTET	-3	PTETEGNG29666
PTET	315	PTETEGNG29667
PTET	5	PTETEGNG29668
PTET	403	PTETEGNG29669
PTET	88	PTETEGNG29670
PTET	2	PTETEGNG29671
PTET	244	PTETEGNG29672
PTET	110	PTETEGNG29673
PTET	2	PTETEGNG29674
PTET	1159	PTETEGNG29675
PTET	2	PTETEGNG29676
PTET	2	PTETEGNG29677
PTET	4	PTETEGNG29678
PTET	33	PTETEGNG29679
PTET	2	PTETEGNG29680
PTET	2	PTETEGNG29681
PTET	-35	PTETEGNG29682
PTET	-7	PTETEGNG29683
PTET	15	PTETEGNG29684
PTET	3	PTETEGNG29685
PTET	18	PTETEGNG29686
PTET	326	PTETEGNG29687
PTET	31	PTETEGNG29688
PTET	132	PTETEGNG29689
PTET	128	PTETEGNG29690
PTET	1027	PTETEGNG29691
PTET	481	PTETEGNG29692
PTET	516	PTETEGNG29693
PTET	-53	PTETEGNG29694
PTET	208	PTETEGNG29695
PTET	788	PTETEGNG29696
PTET	1160	PTETEGNG29697
PTET	103	PTETEGNG29698
PTET	-60	PTETEGNG29699
PTET	357	PTETEGNG29700
PTET	58	PTETEGNG29701
PTET	126	PTETEGNG29702
PTET	136	PTETEGNG29703
PTET	1411	PTETEGNG29704
PTET	604	PTETEGNG29705
PTET	342	PTETEGNG29706
PTET	3	PTETEGNG29707
PTET	65	PTETEGNG29708
PTET	25	PTETEGNG29709
PTET	37	PTETEGNG29710
PTET	199	PTETEGNG29711
PTET	3	PTETEGNG29712
PTET	198	PTETEGNG29713
PTET	242	PTETEGNG29714
PTET	18	PTETEGNG29715
PTET	641	PTETEGNG29716
PTET	14	PTETEGNG29717
PTET	22	PTETEGNG29718
PTET	3	PTETEGNG29719
PTET	2	PTETEGNG29720
PTET	69	PTETEGNG29721
PTET	968	PTETEGNG29722
PTET	2435	PTETEGNG29723
PTET	697	PTETEGNG29724
PTET	186	PTETEGNG29725
PTET	23	PTETEGNG29726
PTET	2	PTETEGNG29727
PTET	7	PTETEGNG29728
PTET	3	PTETEGNG29729
PTET	8	PTETEGNG29730
PTET	653	PTETEGNG29731
PTET	169	PTETEGNG29732
PTET	95	PTETEGNG29733
PTET	56	PTETEGNG29734
PTET	114	PTETEGNG29735
PTET	337	PTETEGNG29736
PTET	580	PTETEGNG29737
PTET	1400	PTETEGNG29738
PTET	1995	PTETEGNG29739
PTET	248	PTETEGNG29740
PTET	18	PTETEGNG29741
PTET	2	PTETEGNG29742
PTET	200	PTETEGNG29743
PTET	44	PTETEGNG29744
PTET	1	PTETEGNG29745
PTET	45	PTETEGNG29746
PTET	3	PTETEGNG29747
PTET	19	PTETEGNG29748
PTET	-21	PTETEGNG29749
PTET	413	PTETEGNG29750
PTET	-11	PTETEGNG29751
PTET	3	PTETEGNG29752
PTET	4	PTETEGNG29753
PTET	1140	PTETEGNG29754
PTET	2127	PTETEGNG29755
PTET	268	PTETEGNG29756
PTET	127	PTETEGNG29757
PTET	54	PTETEGNG29758
PTET	88	PTETEGNG29759
PTET	155	PTETEGNG29760
PTET	65	PTETEGNG29761
PTET	-14	PTETEGNG29762
PTET	93	PTETEGNG29763
PTET	906	PTETEGNG29764
PTET	908	PTETEGNG29765
PTET	420	PTETEGNG29766
PTET	1209	PTETEGNG29767
PTET	74	PTETEGNG29768
PTET	446	PTETEGNG29769
PTET	504	PTETEGNG29770
PTET	25	PTETEGNG29771
PTET	223	PTETEGNG29772
PTET	621	PTETEGNG29773
PTET	128	PTETEGNG29774
PTET	333	PTETEGNG29775
PTET	-43	PTETEGNG29776
PTET	2	PTETEGNG29777
PTET	204	PTETEGNG29778
PTET	34	PTETEGNG29779
PTET	22	PTETEGNG29780
PTET	-35	PTETEGNG29781
PTET	-5	PTETEGNG29782
PTET	-47	PTETEGNG29783
PTET	58	PTETEGNG29784
PTET	68	PTETEGNG29785
PTET	780	PTETEGNG29786
PTET	406	PTETEGNG29787
PTET	156	PTETEGNG29788
PTET	71	PTETEGNG29789
PTET	2	PTETEGNG29790
PTET	430	PTETEGNG29791
PTET	731	PTETEGNG29792
PTET	4	PTETEGNG29793
PTET	332	PTETEGNG29794
PTET	1174	PTETEGNG29795
PTET	3	PTETEGNG29796
PTET	4	PTETEGNG29797
PTET	6	PTETEGNG29798
PTET	-22	PTETEGNG29799
PTET	2	PTETEGNG29800
PTET	191	PTETEGNG29801
PTET	88	PTETEGNG29802
PTET	51	PTETEGNG29803
PTET	216	PTETEGNG29804
PTET	30	PTETEGNG29805
PTET	576	PTETEGNG29806
PTET	960	PTETEGNG29807
PTET	904	PTETEGNG29808
PTET	78	PTETEGNG29809
PTET	217	PTETEGNG29810
PTET	63	PTETEGNG29811
PTET	-11	PTETEGNG29812
PTET	1034	PTETEGNG29813
PTET	186	PTETEGNG29814
PTET	1278	PTETEGNG28613
PTET	1347	PTETEGNG28614
PTET	476	PTETEGNG28615
PTET	1813	PTETEGNG28616
PTET	107	PTETEGNG28617
PTET	1413	PTETEGNG28618
PTET	536	PTETEGNG28619
PTET	208	PTETEGNG28620
PTET	16	PTETEGNG28621
PTET	110	PTETEGNG28622
PTET	722	PTETEGNG28623
PTET	10	PTETEGNG28624
PTET	24	PTETEGNG28625
PTET	552	PTETEGNG28626
PTET	143	PTETEGNG28627
PTET	3	PTETEGNG28628
PTET	19	PTETEGNG28629
PTET	39	PTETEGNG28630
PTET	72	PTETEGNG28631
PTET	314	PTETEGNG28632
PTET	2	PTETEGNG28633
PTET	711	PTETEGNG28634
PTET	3	PTETEGNG28635
PTET	134	PTETEGNG28636
PTET	8	PTETEGNG28637
PTET	-4	PTETEGNG28638
PTET	124	PTETEGNG28639
PTET	30	PTETEGNG28640
PTET	34	PTETEGNG28641
PTET	4	PTETEGNG28642
PTET	2	PTETEGNG28643
PTET	32	PTETEGNG28644
PTET	26	PTETEGNG28645
PTET	363	PTETEGNG28646
PTET	226	PTETEGNG28647
PTET	720	PTETEGNG28648
PTET	636	PTETEGNG28649
PTET	109	PTETEGNG28650
PTET	3	PTETEGNG28651
PTET	1418	PTETEGNG28652
PTET	294	PTETEGNG28653
PTET	101	PTETEGNG28654
PTET	3	PTETEGNG28655
PTET	268	PTETEGNG28656
PTET	50	PTETEGNG28657
PTET	3	PTETEGNG28658
PTET	727	PTETEGNG28659
PTET	4	PTETEGNG28660
PTET	526	PTETEGNG28661
PTET	1011	PTETEGNG28662
PTET	4	PTETEGNG28663
PTET	613	PTETEGNG28664
PTET	332	PTETEGNG28665
PTET	360	PTETEGNG28666
PTET	3	PTETEGNG28667
PTET	95	PTETEGNG28668
PTET	4	PTETEGNG28669
PTET	333	PTETEGNG28670
PTET	64	PTETEGNG28671
PTET	17	PTETEGNG28672
PTET	1023	PTETEGNG28673
PTET	226	PTETEGNG28674
PTET	161	PTETEGNG28675
PTET	542	PTETEGNG28676
PTET	115	PTETEGNG28677
PTET	570	PTETEGNG28678
PTET	152	PTETEGNG28679
PTET	103	PTETEGNG28680
PTET	54	PTETEGNG28681
PTET	211	PTETEGNG28682
PTET	28	PTETEGNG28683
PTET	3	PTETEGNG28684
PTET	529	PTETEGNG28685
PTET	16	PTETEGNG28686
PTET	-31	PTETEGNG28687
PTET	606	PTETEGNG28688
PTET	62	PTETEGNG28689
PTET	3	PTETEGNG28690
PTET	3	PTETEGNG28691
PTET	-6	PTETEGNG28692
PTET	13	PTETEGNG28693
PTET	12	PTETEGNG28694
PTET	712	PTETEGNG28695
PTET	68	PTETEGNG28696
PTET	22	PTETEGNG28697
PTET	123	PTETEGNG28698
PTET	1315	PTETEGNG28699
PTET	-64	PTETEGNG28700
PTET	353	PTETEGNG28701
PTET	157	PTETEGNG28702
PTET	205	PTETEGNG28703
PTET	120	PTETEGNG28704
PTET	14	PTETEGNG28705
PTET	145	PTETEGNG28706
PTET	393	PTETEGNG28707
PTET	807	PTETEGNG28708
PTET	73	PTETEGNG28709
PTET	710	PTETEGNG28710
PTET	200	PTETEGNG28711
PTET	314	PTETEGNG28712
PTET	353	PTETEGNG28713
PTET	81	PTETEGNG28714
PTET	2	PTETEGNG28715
PTET	149	PTETEGNG28716
PTET	660	PTETEGNG28717
PTET	294	PTETEGNG28718
PTET	163	PTETEGNG28719
PTET	226	PTETEGNG28721
PTET	-1310	PTETEGNG28720
PTET	1561	PTETEGNG28722
PTET	126	PTETEGNG28723
PTET	496	PTETEGNG28724
PTET	218	PTETEGNG28725
PTET	83	PTETEGNG28726
PTET	2	PTETEGNG28727
PTET	96	PTETEGNG28728
PTET	463	PTETEGNG28729
PTET	85	PTETEGNG28730
PTET	1711	PTETEGNG28731
PTET	40	PTETEGNG28732
PTET	1170	PTETEGNG28733
PTET	674	PTETEGNG28734
PTET	704	PTETEGNG28735
PTET	7	PTETEGNG28736
PTET	2	PTETEGNG28737
PTET	30	PTETEGNG28738
PTET	265	PTETEGNG28739
PTET	858	PTETEGNG28740
PTET	-7	PTETEGNG28741
PTET	14	PTETEGNG28742
PTET	310	PTETEGNG28743
PTET	622	PTETEGNG28744
PTET	43	PTETEGNG28745
PTET	353	PTETEGNG28746
PTET	90	PTETEGNG28747
PTET	711	PTETEGNG28748
PTET	946	PTETEGNG28749
PTET	3	PTETEGNG28750
PTET	167	PTETEGNG28751
PTET	238	PTETEGNG28752
PTET	236	PTETEGNG28753
PTET	71	PTETEGNG28754
PTET	1576	PTETEGNG28755
PTET	-55	PTETEGNG28756
PTET	2	PTETEGNG28757
PTET	41	PTETEGNG28758
PTET	2	PTETEGNG28759
PTET	9	PTETEGNG28760
PTET	-58	PTETEGNG28761
PTET	526	PTETEGNG28762
PTET	168	PTETEGNG28763
PTET	30	PTETEGNG28764
PTET	480	PTETEGNG28765
PTET	-57	PTETEGNG28766
PTET	14	PTETEGNG28767
PTET	64	PTETEGNG28768
PTET	134	PTETEGNG28769
PTET	722	PTETEGNG28770
PTET	93	PTETEGNG28771
PTET	681	PTETEGNG28772
PTET	309	PTETEGNG28773
PTET	197	PTETEGNG28774
PTET	3	PTETEGNG28775
PTET	3	PTETEGNG28776
PTET	788	PTETEGNG28777
PTET	-15	PTETEGNG28778
PTET	141	PTETEGNG28779
PTET	214	PTETEGNG28780
PTET	29	PTETEGNG28781
PTET	612	PTETEGNG28782
PTET	2	PTETEGNG28783
PTET	-10	PTETEGNG28784
PTET	-22	PTETEGNG28785
PTET	-136	PTETEGNG28786
PTET	541	PTETEGNG28787
PTET	54	PTETEGNG28788
PTET	111	PTETEGNG28789
PTET	541	PTETEGNG28790
PTET	1	PTETEGNG28791
PTET	668	PTETEGNG28792
PTET	7	PTETEGNG28793
PTET	1236	PTETEGNG28794
PTET	7	PTETEGNG28795
PTET	1008	PTETEGNG28796
PTET	28	PTETEGNG28797
PTET	-5	PTETEGNG28798
PTET	2	PTETEGNG28799
PTET	991	PTETEGNG28800
PTET	111	PTETEGNG28801
PTET	320	PTETEGNG28802
PTET	3	PTETEGNG28803
PTET	433	PTETEGNG28804
PTET	95	PTETEGNG28805
PTET	65	PTETEGNG28806
PTET	384	PTETEGNG28807
PTET	210	PTETEGNG28808
PTET	53	PTETEGNG28809
PTET	64	PTETEGNG28810
PTET	457	PTETEGNG28811
PTET	584	PTETEGNG28812
PTET	70	PTETEGNG28813
PTET	-39	PTETEGNG28814
PTET	49	PTETEGNG28815
PTET	1920	PTETEGNG28816
PTET	3	PTETEGNG28817
PTET	230	PTETEGNG28818
PTET	597	PTETEGNG28819
PTET	117	PTETEGNG28820
PTET	122	PTETEGNG28821
PTET	28	PTETEGNG28822
PTET	769	PTETEGNG28823
PTET	1025	PTETEGNG28824
PTET	332	PTETEGNG28825
PTET	2	PTETEGNG28826
PTET	3	PTETEGNG28827
PTET	3	PTETEGNG28828
PTET	75	PTETEGNG28829
PTET	3	PTETEGNG28830
PTET	3	PTETEGNG28831
PTET	36	PTETEGNG28832
PTET	-17	PTETEGNG28833
PTET	3	PTETEGNG28834
PTET	367	PTETEGNG28835
PTET	958	PTETEGNG28836
PTET	140	PTETEGNG28837
PTET	396	PTETEGNG28838
PTET	233	PTETEGNG28839
PTET	38	PTETEGNG28840
PTET	67	PTETEGNG28841
PTET	56	PTETEGNG28842
PTET	3	PTETEGNG28843
PTET	9	PTETEGNG28844
PTET	217	PTETEGNG28845
PTET	9	PTETEGNG28846
PTET	289	PTETEGNG28847
PTET	203	PTETEGNG28848
PTET	11	PTETEGNG28849
PTET	98	PTETEGNG28850
PTET	742	PTETEGNG28851
PTET	3	PTETEGNG28852
PTET	525	PTETEGNG28853
PTET	597	PTETEGNG28854
PTET	336	PTETEGNG28855
PTET	-6	PTETEGNG28856
PTET	2536	PTETEGNG28857
PTET	53	PTETEGNG28858
PTET	1413	PTETEGNG28859
PTET	2	PTETEGNG28860
PTET	4	PTETEGNG28861
PTET	210	PTETEGNG28862
PTET	496	PTETEGNG28863
PTET	483	PTETEGNG28864
PTET	36	PTETEGNG28865
PTET	9	PTETEGNG28866
PTET	-26	PTETEGNG28867
PTET	4	PTETEGNG28868
PTET	52	PTETEGNG28869
PTET	152	PTETEGNG28870
PTET	-7	PTETEGNG28871
PTET	2	PTETEGNG28872
PTET	3	PTETEGNG28873
PTET	91	PTETEGNG28874
PTET	2	PTETEGNG28875
PTET	-2	PTETEGNG28876
PTET	113	PTETEGNG28877
PTET	3	PTETEGNG28878
PTET	-50	PTETEGNG28879
PTET	204	PTETEGNG28880
PTET	39	PTETEGNG28881
PTET	17	PTETEGNG28882
PTET	395	PTETEGNG28883
PTET	787	PTETEGNG28884
PTET	577	PTETEGNG28885
PTET	206	PTETEGNG28886
PTET	3	PTETEGNG28887
PTET	20	PTETEGNG28888
PTET	146	PTETEGNG28889
PTET	2	PTETEGNG28890
PTET	134	PTETEGNG28891
PTET	660	PTETEGNG28892
PTET	117	PTETEGNG33315
PTET	13	PTETEGNG33314
PTET	877	PTETEGNG32084
PTET	635	PTETEGNG32085
PTET	85	PTETEGNG32086
PTET	2	PTETEGNG32087
PTET	580	PTETEGNG32088
PTET	290	PTETEGNG32089
PTET	560	PTETEGNG32090
PTET	1534	PTETEGNG26566
PTET	272	PTETEGNG26565
PTET	536	PTETEGNG02795
PTET	2	PTETEGNG02796
PTET	1021	PTETEGNG02797
PTET	231	PTETEGNG02798
PTET	183	PTETEGNG02799
PTET	32	PTETEGNG02800
PTET	1086	PTETEGNG02801
PTET	166	PTETEGNG02802
PTET	171	PTETEGNG02803
PTET	163	PTETEGNG02804
PTET	-18	PTETEGNG02805
PTET	897	PTETEGNG02806
PTET	2	PTETEGNG02807
PTET	2	PTETEGNG02808
PTET	86	PTETEGNG02809
PTET	-18	PTETEGNG02810
PTET	163	PTETEGNG02811
PTET	405	PTETEGNG02812
PTET	89	PTETEGNG02813
PTET	-19	PTETEGNG02814
PTET	2	PTETEGNG02815
PTET	18	PTETEGNG02816
PTET	1056	PTETEGNG02817
PTET	2	PTETEGNG02818
PTET	484	PTETEGNG02819
PTET	29	PTETEGNG02820
PTET	112	PTETEGNG02821
PTET	1276	PTETEGNG02822
PTET	-34	PTETEGNG02823
PTET	-5	PTETEGNG02824
PTET	122	PTETEGNG02825
PTET	624	PTETEGNG02826
PTET	16	PTETEGNG02827
PTET	28	PTETEGNG02828
PTET	266	PTETEGNG02829
PTET	596	PTETEGNG02830
PTET	104	PTETEGNG02831
PTET	565	PTETEGNG02832
PTET	170	PTETEGNG02833
PTET	31	PTETEGNG02834
PTET	420	PTETEGNG02835
PTET	27	PTETEGNG02836
PTET	211	PTETEGNG02837
PTET	74	PTETEGNG02838
PTET	343	PTETEGNG02839
PTET	2	PTETEGNG02840
PTET	2	PTETEGNG02841
PTET	-200	PTETEGNG02842
PTET	1035	PTETEGNG02843
PTET	286	PTETEGNG02844
PTET	168	PTETEGNG02845
PTET	3	PTETEGNG02846
PTET	417	PTETEGNG02847
PTET	1175	PTETEGNG02848
PTET	-10	PTETEGNG02849
PTET	1035	PTETEGNG02850
PTET	62	PTETEGNG02851
PTET	-51	PTETEGNG02852
PTET	39	PTETEGNG02853
PTET	2	PTETEGNG02854
PTET	471	PTETEGNG02855
PTET	805	PTETEGNG02856
PTET	352	PTETEGNG02857
PTET	143	PTETEGNG02858
PTET	422	PTETEGNG02859
PTET	334	PTETEGNG02860
PTET	72	PTETEGNG02861
PTET	830	PTETEGNG02862
PTET	426	PTETEGNG02863
PTET	53	PTETEGNG02864
PTET	30	PTETEGNG02865
PTET	3	PTETEGNG02866
PTET	443	PTETEGNG02867
PTET	3	PTETEGNG02868
PTET	169	PTETEGNG02869
PTET	84	PTETEGNG02870
PTET	78	PTETEGNG02871
PTET	125	PTETEGNG02872
PTET	6	PTETEGNG02873
PTET	242	PTETEGNG02874
PTET	185	PTETEGNG02875
PTET	37	PTETEGNG02876
PTET	171	PTETEGNG02877
PTET	289	PTETEGNG02878
PTET	194	PTETEGNG02879
PTET	2	PTETEGNG02880
PTET	121	PTETEGNG02881
PTET	396	PTETEGNG02882
PTET	2	PTETEGNG02883
PTET	138	PTETEGNG02884
PTET	12	PTETEGNG02885
PTET	598	PTETEGNG02886
PTET	38	PTETEGNG02887
PTET	3	PTETEGNG02888
PTET	258	PTETEGNG02889
PTET	795	PTETEGNG02890
PTET	754	PTETEGNG02891
PTET	777	PTETEGNG02892
PTET	1143	PTETEGNG02893
PTET	163	PTETEGNG02894
PTET	771	PTETEGNG02895
PTET	43	PTETEGNG02896
PTET	15	PTETEGNG02897
PTET	2	PTETEGNG02898
PTET	716	PTETEGNG02899
PTET	177	PTETEGNG02900
PTET	172	PTETEGNG02901
PTET	56	PTETEGNG02902
PTET	3	PTETEGNG02903
PTET	302	PTETEGNG02904
PTET	-1	PTETEGNG02905
PTET	311	PTETEGNG02906
PTET	26	PTETEGNG02907
PTET	950	PTETEGNG02908
PTET	414	PTETEGNG02909
PTET	826	PTETEGNG02910
PTET	9	PTETEGNG02911
PTET	2	PTETEGNG02912
PTET	67	PTETEGNG02913
PTET	154	PTETEGNG02914
PTET	3	PTETEGNG02915
PTET	1160	PTETEGNG02916
PTET	392	PTETEGNG02917
PTET	4	PTETEGNG02918
PTET	3	PTETEGNG02919
PTET	6	PTETEGNG02920
PTET	-11	PTETEGNG02921
PTET	598	PTETEGNG02922
PTET	2	PTETEGNG02923
PTET	47	PTETEGNG02924
PTET	3	PTETEGNG02925
PTET	31	PTETEGNG02926
PTET	95	PTETEGNG02927
PTET	982	PTETEGNG02928
PTET	149	PTETEGNG02929
PTET	228	PTETEGNG02930
PTET	-46	PTETEGNG02931
PTET	230	PTETEGNG02932
PTET	864	PTETEGNG02933
PTET	80	PTETEGNG02934
PTET	1648	PTETEGNG02935
PTET	3	PTETEGNG02936
PTET	778	PTETEGNG02937
PTET	981	PTETEGNG02938
PTET	143	PTETEGNG02939
PTET	782	PTETEGNG02940
PTET	22	PTETEGNG02941
PTET	254	PTETEGNG02942
PTET	63	PTETEGNG02943
PTET	-17	PTETEGNG02944
PTET	198	PTETEGNG02945
PTET	3	PTETEGNG02946
PTET	58	PTETEGNG02947
PTET	1213	PTETEGNG02948
PTET	344	PTETEGNG02949
PTET	73	PTETEGNG02950
PTET	447	PTETEGNG02951
PTET	58	PTETEGNG02952
PTET	81	PTETEGNG02953
PTET	4	PTETEGNG02954
PTET	32	PTETEGNG02955
PTET	14	PTETEGNG02956
PTET	83	PTETEGNG02957
PTET	19	PTETEGNG02958
PTET	2	PTETEGNG02959
PTET	13	PTETEGNG02960
PTET	302	PTETEGNG02961
PTET	1136	PTETEGNG02962
PTET	907	PTETEGNG02963
PTET	270	PTETEGNG02964
PTET	353	PTETEGNG02965
PTET	247	PTETEGNG02966
PTET	-30	PTETEGNG02967
PTET	234	PTETEGNG02968
PTET	25	PTETEGNG02969
PTET	142	PTETEGNG02970
PTET	2	PTETEGNG02971
PTET	2	PTETEGNG02972
PTET	2	PTETEGNG02973
PTET	-26	PTETEGNG02974
PTET	629	PTETEGNG02975
PTET	35	PTETEGNG02976
PTET	-40	PTETEGNG02977
PTET	323	PTETEGNG02978
PTET	626	PTETEGNG02979
PTET	632	PTETEGNG02980
PTET	-45	PTETEGNG02981
PTET	405	PTETEGNG02982
PTET	915	PTETEGNG02983
PTET	2	PTETEGNG02984
PTET	42	PTETEGNG02985
PTET	213	PTETEGNG02986
PTET	463	PTETEGNG02987
PTET	433	PTETEGNG02988
PTET	-28	PTETEGNG02989
PTET	1054	PTETEGNG02990
PTET	549	PTETEGNG02991
PTET	151	PTETEGNG02992
PTET	374	PTETEGNG02993
PTET	905	PTETEGNG02994
PTET	2	PTETEGNG02995
PTET	11	PTETEGNG02996
PTET	-21	PTETEGNG02997
PTET	2257	PTETEGNG02998
PTET	12	PTETEGNG02999
PTET	765	PTETEGNG03000
PTET	941	PTETEGNG03001
PTET	127	PTETEGNG03002
PTET	2	PTETEGNG03003
PTET	-15	PTETEGNG03004
PTET	65	PTETEGNG03005
PTET	-9	PTETEGNG03006
PTET	15	PTETEGNG03007
PTET	326	PTETEGNG03008
PTET	248	PTETEGNG03009
PTET	15	PTETEGNG03010
PTET	449	PTETEGNG03011
PTET	473	PTETEGNG03012
PTET	35	PTETEGNG03013
PTET	768	PTETEGNG03014
PTET	15	PTETEGNG03015
PTET	2	PTETEGNG03016
PTET	2	PTETEGNG03017
PTET	2310	PTETEGNG03018
PTET	45	PTETEGNG03019
PTET	172	PTETEGNG03020
PTET	391	PTETEGNG03021
PTET	432	PTETEGNG03022
PTET	383	PTETEGNG03023
PTET	293	PTETEGNG03024
PTET	185	PTETEGNG03025
PTET	113	PTETEGNG03026
PTET	3	PTETEGNG03027
PTET	760	PTETEGNG03028
PTET	226	PTETEGNG03029
PTET	441	PTETEGNG03030
PTET	340	PTETEGNG03031
PTET	40	PTETEGNG03032
PTET	3	PTETEGNG03033
PTET	-13	PTETEGNG03034
PTET	170	PTETEGNG03035
PTET	2	PTETEGNG03036
PTET	1148	PTETEGNG03037
PTET	4	PTETEGNG03038
PTET	204	PTETEGNG03039
PTET	458	PTETEGNG03040
PTET	69	PTETEGNG03041
PTET	442	PTETEGNG03042
PTET	316	PTETEGNG03043
PTET	2	PTETEGNG03044
PTET	3	PTETEGNG03045
PTET	13	PTETEGNG03046
PTET	2	PTETEGNG03047
PTET	301	PTETEGNG03048
PTET	274	PTETEGNG03049
PTET	19	PTETEGNG03050
PTET	16	PTETEGNG03051
PTET	183	PTETEGNG03052
PTET	138	PTETEGNG03053
PTET	13	PTETEGNG03054
PTET	878	PTETEGNG03055
PTET	92	PTETEGNG03056
PTET	282	PTETEGNG03057
PTET	73	PTETEGNG03058
PTET	1810	PTETEGNG03059
PTET	52	PTETEGNG03060
PTET	160	PTETEGNG03061
PTET	-40	PTETEGNG03062
PTET	538	PTETEGNG03063
PTET	13	PTETEGNG03064
PTET	-34	PTETEGNG03065
PTET	726	PTETEGNG03066
PTET	245	PTETEGNG03067
PTET	6	PTETEGNG03068
PTET	762	PTETEGNG03069
PTET	563	PTETEGNG03070
PTET	104	PTETEGNG03071
PTET	85	PTETEGNG03072
PTET	-49	PTETEGNG03073
PTET	147	PTETEGNG03074
PTET	14	PTETEGNG03075
PTET	2	PTETEGNG03076
